Attention,MemoryRecall,ProcessingSpeed,Reasoning,WorkingMemory,cognitive_composite_score,Daily_Screen_Time_Hours,Sleep_Hours_Per_Night,Exercise_Frequency_Num,Self_Reported_Stress_Level,Social_Interactions_Per_Week,wellbeing_index,risk_behaviour_score,cluster
0.0032224491444259,-0.5450628274998804,-1.42415216424642,0.2632361376923293,-0.205962854182884,0.1696169896511578,-0.6020783754535066,-1.2912899603903487,-0.8231744302734566,-1.1595847583814802,0.6273795406879598,-1.3659023472163885,-0.7137632696482263,3
0.4386933131619502,-0.5450628274998804,-2.3410008785077623,-0.4292567029176377,-2.02122868765915,-0.5701903697214024,0.7088508952383649,-0.5324801746484783,0.5848870951942984,0.2061775844460841,-0.5809069821184811,-0.0929382179577896,0.8098283126695218,3
-1.0854547108993848,-0.7981277116962535,-0.507303449985078,0.250645358772148,-1.113595770921017,0.0008889954082927,-1.1418727810325129,-0.8739445782323199,-0.8231744302734566,1.5719399272736485,-0.2356822613166408,-0.1731396209733497,-1.488047516399869,0
0.8741641771794745,-1.0511925958926267,0.4095452642762639,-1.298020448410142,1.6093029792933815,-1.2840395761335217,1.3514632828324191,0.0366271646579245,1.9929486206620528,0.5476181701529752,0.4547671802870396,1.6509760104038065,0.934712868597206,1
0.220957881153188,-0.5450628274998804,-0.507303449985078,0.4269162636546851,0.7016700625552488,0.4162194427753443,1.3514632828324191,1.516306246854572,-0.8231744302734566,-0.4767035869676981,0.4547671802870396,0.2157439262067497,1.1844819804525746,1
-0.6499838468818605,-1.810387248481746,0.4095452642762639,1.3712246826682766,-1.113595770921017,1.1300686491874634,-1.7844851686265673,1.2886633111320112,-0.8231744302734566,1.230499341566757,-1.0987440633212415,0.2399908620021518,-1.8627011841829215,0
0.8741641771794745,0.9733264776783584,1.326393978537606,-0.1522595666736509,0.7016700625552488,0.1047216072500561,1.1458273188023218,-1.1395280032419746,-0.8231744302734566,0.2061775844460841,-1.4439687841230815,-1.593450513911698,0.7348975791129111,2
-0.2145129828643362,-0.2919979433035073,-1.42415216424642,1.5600863664709947,-2.02122868765915,1.4545455611929712,-0.9876458080099394,0.9851393968352626,0.5848870951942984,-0.4767035869676981,0.9726042614898,1.0168253819086808,-1.3381860492866475,0
0.0032224491444259,-0.0389330591071341,-2.3410008785077623,-0.3537120293965504,-0.205962854182884,-0.4403996049191988,1.4542812648474677,0.2642701003804855,0.5848870951942984,-0.8181441726745892,-0.2356822613166408,-0.0845450478747658,1.2843896251947218,3
-0.8677192788906226,-0.0389330591071341,1.326393978537606,-0.6936630602414433,0.7016700625552488,-0.7648765169247075,-1.8101896641303288,0.2263296110933921,0.5848870951942984,-0.4767035869676981,-0.2356822613166408,0.074925183702685,-1.138370759802353,2
1.3096350411969988,1.2263913618747313,-0.507303449985078,-1.3483835640908668,2.5169358960315145,-1.0504161994895556,-0.8848278259948908,-0.3427777282130107,0.5848870951942984,-0.1352630012608069,-1.616581144524002,-0.6851229960377968,-0.7387401808337634,2
-0.6499838468818605,-1.810387248481746,-1.42415216424642,2.0511267443580623,-0.205962854182884,1.804980626158921,0.1947609851631211,0.1125081432321116,-0.8231744302734566,0.2061775844460841,0.4547671802870396,-0.0854776223284354,0.0605209771034162,0
-0.4322484148730983,0.7202615934819852,-0.507303449985078,0.766867294499578,-0.205962854182884,0.7926126607017342,-0.4478514024309336,-1.2154089818161615,-0.8231744302734566,1.230499341566757,-0.2356822613166408,-0.5097989987479682,-0.3141326906796365,0
0.0032224491444259,-0.2919979433035073,-1.42415216424642,3.9670035503251335,-1.113595770921017,3.987607982762575,-1.7844851686265673,-0.9877660460936004,1.9929486206620528,-1.5010253440883714,-0.408294621717561,-0.3102280656627369,-1.612932072327553,0
