Attention,MemoryRecall,ProcessingSpeed,Reasoning,WorkingMemory,cognitive_composite_score,Daily_Screen_Time_Hours,Sleep_Hours_Per_Night,Exercise_Frequency_Num,Self_Reported_Stress_Level,Social_Interactions_Per_Week,wellbeing_index,risk_behaviour_score
0.0032224491444259287,-0.5450628274998804,-1.42415216424642,0.2632361376923293,-0.20596285418288407,0.16961698965115785,-0.6020783754535066,-1.2912899603903487,-0.8231744302734566,-1.1595847583814802,0.6273795406879598,-1.3659023472163883,-0.7137632696482263
0.4386933131619502,-0.5450628274998804,-2.3410008785077623,-0.42925670291763773,-2.02122868765915,-0.5701903697214024,0.7088508952383649,-0.5324801746484783,0.5848870951942984,0.2061775844460841,-0.5809069821184811,-0.09293821795778964,0.8098283126695218
-1.0854547108993848,-0.7981277116962535,-0.507303449985078,0.25064535877214805,-1.113595770921017,0.0008889954082927727,-1.1418727810325127,-0.8739445782323199,-0.8231744302734566,1.5719399272736485,-0.23568226131664088,-0.1731396209733497,-1.488047516399869
0.8741641771794745,-1.0511925958926267,0.4095452642762639,-1.2980204484101419,1.6093029792933815,-1.2840395761335215,1.3514632828324193,0.03662716465792454,1.9929486206620532,0.5476181701529752,0.45476718028703966,1.6509760104038063,0.9347128685972061
0.22095788115318807,-0.5450628274998804,-0.507303449985078,0.4269162636546851,0.7016700625552488,0.4162194427753443,1.3514632828324193,1.516306246854572,-0.8231744302734566,-0.4767035869676981,0.45476718028703966,0.21574392620674973,1.1844819804525746
-0.6499838468818605,-1.810387248481746,0.4095452642762639,1.3712246826682766,-1.113595770921017,1.1300686491874634,-1.7844851686265673,1.2886633111320112,-0.8231744302734566,1.2304993415667573,-1.0987440633212415,0.2399908620021518,-1.8627011841829217
0.8741641771794745,0.9733264776783583,1.326393978537606,-0.15225956667365093,0.7016700625552488,0.10472160725005611,1.1458273188023218,-1.1395280032419746,-0.8231744302734566,0.2061775844460841,-1.4439687841230817,-1.593450513911698,0.7348975791129111
-0.2145129828643362,-0.2919979433035073,-1.42415216424642,1.5600863664709947,-2.02122868765915,1.4545455611929712,-0.9876458080099394,0.9851393968352626,0.5848870951942984,-0.4767035869676981,0.9726042614898001,1.0168253819086808,-1.3381860492866477
0.0032224491444259287,-0.03893305910713419,-2.3410008785077623,-0.35371202939655044,-0.20596285418288407,-0.44039960491919883,1.4542812648474677,0.26427010038048554,0.5848870951942984,-0.8181441726745892,-0.23568226131664088,-0.08454504787476588,1.2843896251947218
-0.8677192788906226,-0.03893305910713419,1.326393978537606,-0.6936630602414433,0.7016700625552488,-0.7648765169247075,-1.8101896641303292,0.22632961109339217,0.5848870951942984,-0.4767035869676981,-0.23568226131664088,0.07492518370268504,-1.138370759802353
